iter	Logloss
414	0.692131537
415	0.692131537
416	0.692131537
417	0.692131537
418	0.692131537
419	0.692131537
420	0.692131537
421	0.692131537
422	0.692131537
423	0.692131537
424	0.692131537
425	0.692131537
426	0.692131537
427	0.692131537
428	0.692131537
429	0.692131537
430	0.692131537
431	0.692131537
432	0.692131537
433	0.692131537
434	0.692131537
435	0.692131537
436	0.692131537
437	0.692131537
438	0.692131537
439	0.692131537
440	0.692131537
441	0.692131537
442	0.692131537
443	0.692131537
444	0.692131537
445	0.692131537
446	0.692131537
447	0.692131537
448	0.692131537
449	0.692131537
450	0.692131537
451	0.692131537
452	0.692131537
453	0.692131537
454	0.692131537
455	0.692131537
456	0.692131537
457	0.692131537
458	0.692131537
459	0.692131537
460	0.692131537
461	0.692131537
462	0.692131537
463	0.692131537
464	0.692131537
465	0.692131537
466	0.692131537
467	0.692131537
468	0.692131537
469	0.692131537
470	0.692131537
471	0.692131537
472	0.692131537
473	0.692131537
474	0.692131537
475	0.692131537
476	0.692131537
477	0.692131537
478	0.692131537
479	0.692131537
480	0.692131537
481	0.692131537
482	0.692131537
483	0.692131537
484	0.692131537
485	0.692131537
486	0.692131537
487	0.692131537
488	0.692131537
489	0.692131537
490	0.692131537
491	0.692131537
492	0.692131537
493	0.692131537
494	0.692131537
495	0.692131537
496	0.692131537
497	0.692131537
498	0.692131537
499	0.692131537
